id_estudiante,nombre,apellido,edad,sexo,ciudad,fecha_registro
961,Aristides,Porras,26.0,M,Alicante,2023-03-03
962,Soledad,Gallego,36.0,F,Granada,
963,Eugenia,Vives,40.0,F,Cuenca,2023-10-06
964,Arturo,Amor,37.0,F,La Rioja,2023-12-16
965,Goyo,,19.0,M,Ceuta,2022-09-25
966,Clotilde,Villaverde,24.0,F,Guadalajara,2023-07-19
967,Remedios,,28.0,M,Jaén,2024-09-29
968,Verónica,,32.0,F,Melilla,2024-03-13
969,,Silva,28.0,F,Córdoba,
970,Asdrubal,Osorio,26.0,M,Barcelona,2024-10-19
971,Gonzalo,Morata,23.0,,Ceuta,2023-10-27
972,Teodoro,Llabrés,108.0,,Navarra,2023-10-09
973,,,24.0,F,Zaragoza,2023-03-04
974,,,,M,Granada,2022-06-14
975,Jesús,Segura,21.0,F,Cantabria,2022-06-09
976,Bernardo,Machado,21.0,M,La Rioja,2024-10-30
977,Aureliano,Calleja,32.0,F,Albacete,2023-08-29
978,,Peral,37.0,M,Palencia,2024-10-25
979,Olalla,Soriano,21.0,F,Tarragona,2024-09-26
980,Andrés,Larrea,40.0,F,,1999-09-18
981,Raúl,Lumbreras,36.0,M,Teruel,2024-09-02
982,Diana,Solsona,25.0,M,Valencia,2024-02-04
983,Mohamed,Salinas,25.0,F,Ávila,2025-02-11
984,Maristela,Campillo,34.0,F,Valencia,2023-10-29
985,,Robledo,25.0,M,Ourense,2024-02-12
986,Eladio,Díaz,37.0,F,Ciudad,2022-12-14
987,,Barrera,19.0,M,Cantabria,2024-06-18
988,Renato,Pons,24.0,M,Tarragona,2023-01-20
989,Leyre,Valentín,37.0,F,Toledo,2025-04-25
990,Luciana,Bárcena,29.0,M,Huelva,2025-03-31
991,Luciano,Rocha,33.0,,Cádiz,2000-12-18
992,Amando,Salas,26.0,F,Badajoz,2022-08-09
993,Ana Sofía,,33.0,M,,2022-07-24
994,Nerea,Paz,31.0,F,Valencia,2022-11-14
995,Bartolomé,,21.0,M,Zaragoza,2023-01-25
996,Juan Pablo,Osorio,34.0,F,Salamanca,2025-03-30
997,Emperatriz,Marquez,19.0,F,Salamanca,2022-06-23
998,Venceslás,Expósito,32.0,M,Zaragoza,2022-11-10
999,Julio,Rius,-3.0,M,Burgos,2023-06-25
1000,Desiderio,Bolaños,27.0,F,Vizcaya,2023-02-09
